No.,Title,Artist,Year,duration_sec,genre,url,lyrics
3,Wake Me Up Before You Go-Go,Wham!,1985,231.333,christmas,https://www.songlyrics.com/wham/wake-me-up-before-you-gogo-lyrics/,"(Jitterbug)
(Jitterbug)
You put the boom-boom into my heart
You send my soul sky-high when your lovin' starts
Jitterbug into my brain
Goes bang-bang-bang till my feet do the same
But something's bugging me
Something ain't right
My best friend told me
What you did last night
You left me sleeping in my bed
I was dreaming
but I should've been with you instead.
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high, yeah yeah
You get the gray skies outta my way
You make the sun shine brighter than Doris Day
You turned a bright spark into a flame
My beats per minute never been the same
'Cause you're my lady
I'm your fool
It makes me crazy
When you act so cruel
Come on baby
Let's not fight
We'll go dancing
Everything will be alright
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high, yeah yeah yeah, baby
(Jitterbug)
(Jitterbug)
Cuddle up baby
Move in tight
We'll go dancing tomorrow night
It's cold out there
But it's warm in bed
They can dance
We'll stay home instead
(Jitterbug)
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
(Don't you dare to leave me hanging on like a yo-yo-yo-yo)
Wake me up before you go-go
I don't wanna miss it when you hit that high (take me dancing)
Wake me up before you go-go (a boom-boom-boom-boom)
'Cause I'm not planning on going solo (a boom-boom-boom-boom)
Wake me up before you go-go
Take me dancing tonight"
1,That's What Friends Are For,"Dionne and Friends (Dionne Warwick, Gladys Knight, Elton John and Stevie Wonder)",1986,255.933,NA,https://www.songlyrics.com/dionne-and-friends-dionne-warwick-gladys-knight-elton-john-and-stevie-wonder/thats-what-friends-are-for-lyrics/,NA
2,"Say You, Say Me",Lionel Richie,1986,241.066,motown,https://www.songlyrics.com/lionel-richie/say-you-say-me-lyrics/,"Say you, say me, say it for always
That's the way it should be
Say you, say me, say it together
Naturally
I had a dream I had an awesome dream
People in the park playing games in the dark
And what they played was a masquerade
And from behind of walls of doubt
A voice was crying out
Say you, say me, say it for always
That's the way it should be
Say you, say me, say it together
Naturally
As we go down life's lonesome highway
Seems the hardest thing to do is to find a friend or two
A helping hand, some one who understands
And when you feel you've lost your way
You've got some one there to say, ""I'll show you""
Say you, say me, say it for always
That's the way it should be
Say you, say me, say it together
Naturally
So you think you know the answers, oh no
Well the whole world has got you dancing
That's right, I'm telling you
It's time to start believing, oh yes
Believing who you are, you are a shining star
Say you, say me, say it for always
That's the way it should be
Say you, say me, say it together
Naturally
Say it together
Naturally"
3,I Miss You,Klymaxx,1986,333.266,new jack swing,https://www.songlyrics.com/klymaxx/i-miss-you-lyrics/,"Thought I heard your voice yesterday
Then I turned around to say that I loved you
then I realized
that it was just my mind
playing tricks on me...
It seems colder lately at night
and I try to sleep with the lights on
Everytime the phone rings
I pray to God it's you
I just can't believe
That we're through...
I miss you (I miss you...)
Theres no other way to say it
And I, And I can't deny it.
I miss you (I miss you...)
It's so easy to see
I miss you and me...
Is it done and over this time?
Can we ever change our minds?
But it's our first love...
all the feelings that we used to share...
I refuse to believe that you don't care.
I miss you (I miss you...)
Theres no other way to say it
And I, And I can't deny it.
I miss you (I miss you...)
It's so easy to see
I've got to gather my senses together
I've been through worse kinds of weather
If it's over now
be strong
I can't believe that you're gone...
I've got to carry on.
I miss you (I miss you...)
Theres no other way to say it
And I, And I can't deny it.
I miss you (I miss you...)
It's so easy to see
That you're part of me now
Theres no other way to say it
It's so easy to see
That you're part of me now
It's driving me crazy
It's so easy to see
That you're part of me now
That you're part of me now
I miss you (I miss you...)
It's driving me crazy
I don't want to live without you.
I miss you (I miss you...)
It's so easy to see
I miss you and me..."
1,Walk Like An Egyptian,The Bangles,1987,204.706,jangle pop,https://www.songlyrics.com/the-bangles/walk-like-an-egyptian-lyrics/,"All the old paintings on the tomb
They do the sand dance, don't you know
If they move too quick (oh way oh)
They're falling down like a domino
All the bazaar men by the Nile
They got the money on a bet
Gold crocodiles (oh way oh)
They snap their teeth on your cigarette
Foreign types with the hookah pipes say
Way oh way oh, way oh way oh
Walk like an Egyptian
The blonde waitresses take their trays
They spin around and they cross the floor
They've got the moves (oh way oh)
You drop your drink
Then they bring you more
All the school kids so sick of books
They like the punk and the metal band
When the buzzer rings (oh way oh)
They're walking like an Egyptian
All the kids in the marketplace say
Way oh way oh, way oh way oh
Walk like an Egyptian
Slide your feet up the street
Bend your back
Shift your arm, then you pull it back
Life is hard you know (oh way oh)
So strike a pose on a Cadillac
If you want to find all the cops
They're hanging out in the donut shop
They sing and dance (oh way oh)
They spin the clubs cruise down the block
All the Japanese with their yen
The party boys call the Kremlin
And the Chinese know (oh way oh)
They walk the line like Egyptian
All the cops in the donut shop say
Way oh way oh, way oh way oh
Walk like an Egyptian
Walk like an Egyptian
Walk like an Egyptian"
2,Alone,Heart,1987,218.733,classic rock,https://www.songlyrics.com/heart/alone-lyrics/,"I hear the ticking of the clock
I'm lying here the room's pitch dark
I wonder where you are tonight
No answer on the telephone
And the night goes by so very slow
Oh I hope that it won't end though
Alone
Till now I always got by on my own
I never really cared until I met you
And now it chills me to the bone
How do I get you alone
How do I get you alone
You don't know how long I have wanted
To touch your lips and hold you tight, oh
You don't know how long I have waited
and I was going to tell you tonight
But the secret is still my own
and my love for you is still unknown
Alone
Till now I always got by on my own
I never really cared until I met you
And now it chills me to the bone
How do I get you alone
How do I get you alone
How do I get you alone
How do I get you alone
Alone, alone"
3,Shake You Down,Gregory Abbott,1987,245.413,NA,https://www.songlyrics.com/gregory-abbott/shake-you-down-lyrics/,"Oh hoo
Yeah!
Girl - I've been watching you
From so far across the floor now, baby
That's nothing new
I've watched you - so many times before now, baby
I see that look in your eyes
(looking in your eyes)
And what its telling me
And you know - oooh girl that I'm not shy
I'm glad you picked up - on my telepathy, now baby
You read my mind (You know you did)
Girl I wanna shake you down (well, well)
I can give you all the loving you need
(I'm gonna love you)
Come on let me take you down (oh, baby)
We'll go all the way to Heaven
Ooooh - I've been missing you
And the way you make me feel inside
What can I do?
I can tell you've got your pride now, baby (ooh)
Coooome to me (well, well)
Let me ease your mind (oh babe)
I've got the remedy, heh, yes I do
Now give me just a little - tiiiime
You read my mind
Girl I wanna shake you down
(I wanna rock you down)
I can give you all the loving you need
(I'm gonna love you)
Come on let me take you down
(well, well)
We'll go all the way to Heaven
...
Girl - I've been missing you
And you know - its funny Everytime I get to feelin this way
I wish I had you near me
I wanna reach out and touch you
...
I can't stop thinking of the things we do
The way you call me baby when I'm holding you
I shake and I shiver when I know your near
Then you whisper in my ear (oh, baby - well, well)
...
You read my mind (You know you did)
Girl I wanna shake you down (oh, baby)
I can give you all the loving you need (ohhhh)
Come on let me take you down (well, well)
We'll go all the way to Heaven
(Eenie meenie minee moe)
You read my mind
(Come on, girl, let's shock this show)
Girl I wanna shake you down
(ohhhh)
I can give you all the loving you need
(Roses are red & violets are blue)
Come on let me take you down
(I'm gonna rock this world for you) (hey, baby)
We'll go all the way to Heaven
You read my mind
Girl, I wanna shake you down
I can give you all the loving you need...
(fade out)"
1,Faith,George Michael,1988,193.2,NA,https://www.songlyrics.com/george-michael/faith-lyrics/,"Well I guess it would be nice
If I could touch your body
I know not everybody
Has got a body like you
But I've got to think twice
Before I give my heart away
And I know all the games you play
Because I play them too
Oh but I
Need some time off
From that emotion
Time to pick my heart up off the floor
Oh, and that love comes down
Without devotion
Well it takes a strong man baby
But I'm showing you the door
Because I gotta have faith
I gotta have faith
Because I got to have faith, faith
I gotta have faith, faith, faith
Baby
I know you're asking me to stay
Sayin' please, please, please, don't go away
You say I'm giving you the blues
Maybe
You mean every word you say
Can't help but think of yesterday
And another who tied me down to lover boy rules
Before this river
Becomes an ocean
Before you throw my heart back
On the floor
Oh, baby I reconsider
My foolish notion
Well I need someone to hold me
But I'll wait for something more
Yes I've gotta have faith
I gotta have faith
Because I got to have faith, faith, faith
I gotta have faith, faith, faith
Because I got to have faith
Oh yeah, faith
Got to have faith
Before this river
Becomes an ocean
Before you throw my heart back
On the floor
Oh, baby I reconsider
My foolish notion
Well I need someone to hold me
But I'll wait for something more
Because I gotta have faith
I gotta have faith
Because I got to have faith, faith, faith
I gotta have faith, faith, faith"
2,Need You Tonight,INXS,1988,180.517,NA,https://www.songlyrics.com/inxs/need-you-tonight-lyrics/,"Come over here
All you've got is this moment
Twenty first century's yesterday
You can care all you want
Everybody does yea that's okay yea
So slide over here
And give me a moment
Your moves are so raw
I've got to let you know
I've got to let you know
You're one of my kind
I need you tonight
'Cause I'm not sleepin'
There's somethin' about you girl
That makes me sweat
How do you feel?
(I'm lonely)
What do you think?
(Can't take it all)
Whatcha gonna do?
(Gonna live my life)
So slide over here
And give me a moment
Your moves are so raw
I've got to let you know
I've got to let you know
You're one of my kind
Oh
I need you tonight
'Cause I'm not sleepin'
There's somethin' about you girl
That makes me sweat
So how do you feel?
(I'm lonely)
What do you think?
(Can't take it all)
Whatcha gonna do?
(Gonna live my life)
How do you feel?
(I'm lonely)
What do you think?
(Can't take it all)
Whatcha gonna do?
(Gonna live my life)
So slide over here
And give me a moment
Your moves are so raw
I've got to let you know
I've got to let you know
So slide over here
And give me a moment
I've got to let you know
I've got to let you know
You're one of my kind"
3,Got My Mind Set on You,George Harrison,1988,234.653,NA,https://www.songlyrics.com/george-harrison/got-my-mind-set-on-you-lyrics/,"I got my mind set on you
I got my mind set on you
I got my mind set on you
I got my mind set on you
But it's gonna take money
A whole lotta spending money
It's gonna take plenty of money
To do it right, child
It's gonna take time
A whole lot of precious time
It's gonna take patience and time, umm
To do it, to do it, to do it, to do it, to do it
To do it right, child
I got my mind set on you
I got my mind set on you
I got my mind set on you
I got my mind set on you
And this time I know it's for real
The feelings that I feel
I know if I put my mind to it
I know that I really can do it
I got my mind set on you
Set on you
I got my mind set on you
Set on you
But it's gonna take money
A whole lotta spending money
It's gonna take plenty of money
To do it right, child
It's gonna take time
A whole lot of precious time
It's gonna take patience and time, umm
To do it, to do it, to do it, to do it, to do it
To do it right child
I got my mind set on you
I got my mind set on you
I got my mind set on you
I got my mind set on you
And this time I know it's for real
The feelings that I feel
I know if I put my mind to it
I know that I really can do it
But it's gonna take money
A whole lotta spending money
It's gonna take plenty of money
To do it right, child
It's gonna take time
A whole lot of precious time
It's gonna take patience and time, umm
To do it, to do it, to do it, to do it, to do it
To do it right
Set on you
Set on you
Set on you
Set on you
Set on you
Set on you"
1,Look Away,Chicago,1989,240.653,soft rock,https://www.songlyrics.com/chicago/look-away-lyrics/,"When you called me up this morning
Told me 'bout the new love you found
I said, ""I'm happy for you
I'm really happy for you""
Found someone else
I guess I won't be coming 'round
I guess it's over, baby
It's really over, baby
And from what you said, I know you've gotten over me
It'll never be the way it used to be
So if it's gotta be this way
Don't worry, baby, I can take the news okay
But if you see me walking by
And the tears are in my eyes
Look away, baby, look away
And if we meet on the streets someday
And I don't know what to say
Look away, baby, look away
Don't look at me
I don't want you to see me this way
When we both agreed as lovers
We were better off as friends
That's how it had to be
Yeah, that's how it had to be
I tell you I'm fine
But sometimes I just pretend
Wish you were holding me
Wish you were still holding me
I just never thought that I would be replaced so soon
I wasn't prepared to hear those words from you
I know I wanted to be free
Yeah, baby, this is how we wanted it to be
But if you see me walking by
And the tears are in my eyes
Look away, baby, look away
And if we meet on the streets someday
And I don't know what to say
Look away, baby, look away
Don't look at me
I don't want you to see me this way
If you see me walking by
And the tears are in my eyes
Look away, baby, look away
And if we meet on the streets someday
And I don't know what to say
Look away, baby, look away
Don't look at me
I don't want you to see me this way
If you see me walking by
And the tears are in my eyes
Look away, baby, look away
Don't look at me
I don't want you to see me this way
When you called me up this morning
Told me 'bout the new love you found
I said ""I'm happy for you
I'm really happy for you"""
2,My Prerogative,Bobby Brown,1989,291.56,new jack swing,https://www.songlyrics.com/bobby-brown/my-prerogative-lyrics/,"Get busy!
Everybody's talking all this stuff about me
Why don't they just let me live?
I don't need permission
Make my own decisions
That's my prerogative
They say I'm crazy
I really don't care
That's my perogative
They say I'm nasty
But I don't give a damn
Getting girls is how I live
Some ask me questions
Why am I so real?
But they don't undersand me
I really don't know the deal about her brother
Trying hard to make it right
Not long ago
Before I win this fight, sing
Everybody's talking all this stuff about me
Why don't they just let me live?
Tell me why I don't need permission
Make my own decisions
That's my perogative
It's my perogative (it's my perogative)
It's the way that I wanna live (it's my perogative)
I can do just what I feel (it's my perogative)
No one can tell me what to do (it's my perogative)
'cause what I'm doing I'm doing for you
Don't get me wrong
I'm really not souped
Ego trips is not my thing
All these strange relationships really gets me down
I see nothing wrong in spreading myself around
Sing!
Everybody's talking all this stuff about me
Why don't they just let me live?
Tell me why I don't need permission
Make my own decisions
That's my perogative
It's my perogative (it's my perogative)
I can do just what I wanna do (it's my perogative)
I can live my life (it's my perogative)
And I'm doing it just for you (it's my perogative)
Tell me, tell me why can't I live my life
Live my life without all of the things
That people say oh
Yo, Teddy kick it like this
Oh no no I can do what I wanna do
Me and you together together together together together
Everybody's talking all this stuff about me
Why don't they just let me live?
Tell me why I don't need permission
Make my own decisions
That's my perogative.
Everybody's talking all this stuff about me
Why don't they just let me live?
I don't need permission
That's my perogative.
(Rant)
I don't need permission(it's my, it's my, it's my)
Make my own decisions(it's my, it's my, it's my)
That's my perogative(my, my, my, my, my...)
It's my perogative (it's my perogative)
It's my perogative (it's my perogative)"
3,Every Rose Has Its Thorn,Poison,1989,260.224,glam metal,https://www.songlyrics.com/poison/every-rose-has-its-thorn-lyrics/,"We both lie silently still
in the dead of the night
Although we both lie close together
We feel miles apart inside
Was it something I said or something I did
Did the words not come out right
Though I tried not to hurt you
Though I tried
But I guess that's why they say
Every rose has its thorn
Just like every night has its dawn
...
Just like every cowboy sings his sad, sad song
...
Every rose has its thorn
...
Yeah it does
...
I listen to our favorite song
playing on the radio
Hear the DJ say loves a game of easy come and
...
easy go
But I wonder does he know
Has he ever felt like this
And I know that you'd be here somehow
If I could have let you know somehow
I guess
...
Though it's been a while now
I can still feel so much pain
Like a knife that cuts you the wound heals
but the scar, that scar remains
Solo
...
I know I could have saved a love that night
...
If I'd known what to say
Instead of makin' love
We both made our separate ways
But now I hear you found somebody new
and that I never meant that much to you
To hear that tears me up inside
And to see you cuts me like a knife
I guess
..."
1,Hold On,Wilson Phillips,1990,266.866,NA,https://www.songlyrics.com/wilson-phillips/hold-on-lyrics/,"I know there's pain
Why do lock yourself up in these chains?
No one can change your life except for you
Don't ever let anyone step all over you
Just open your heart and your mind
Is it really fair to feel this way inside?
Some day somebody's gonna make you want to
Turn around and say goodbye
Until then baby are you going to let them
Hold you down and make you cry
Don't you know?
Don't you know things can change?
Things'll go your way
If you hold on for one more day
Can you hold on for one more day?
Things'll go your way
Hold on for one more day
You could sustain or are you comfortable with the pain?
You've got no one to blame for your unhappiness
You got yourself into your own mess
Lettin' your worries pass you by
Don't you think it's worth your time
To change your mind?
Some day somebody's gonna make you want to
Turn around and say goodbye
Until then baby are you going to let them
Hold you down and make you cry
Don't you know?
Don't you know things can change?
Things'll go your way
If you hold on for one more day
Can you hold on for one more day?
Things'll go your way
Hold on for one more day
I know that there is pain
But you hold on for one more day and
Break free the chains
Yeah, I know that there is pain
But you hold on for one more day and you
Break free, break from the chains
Some day somebody's gonna make you want to
Turn around and say goodbye
Until then baby are you going to let them
Hold you down and make you cry
Don't you know?
Don't you know things can change
Things'll go your way
If you hold on for one more day, yeah
If you hold on?
Don't you know things can change
Things'll go your way
If you hold on for one more day
If you hold on
Can you hold on?
Hold on baby
Won't you tell me now
Hold on for one more day
'Cause, It's gonna go your way
Don't you know things can change
Things'll go your way
If you hold on for one more day
Can't you change it this time?
Make up your mind
Hold on
Hold on
Baby, hold on"
2,It Must Have Been Love,Roxette,1990,259.665,NA,https://www.songlyrics.com/roxette/it-must-have-been-love-lyrics/,"It must have been love but it's over now
Lay a whisper on my pillow
Leave the winter on the ground
I wake up lonely, there's air of silence
In the bedroom and all around
Touch me now, I close my eyes
And dream away
It must have been love but it's over now
It must have been good but I lost it somehow
It must have been love but it's over now
From the moment we touched till the time had run out
Make believing we're together
That I'm sheltered by your heart
But in and outside, I turned to water
Like a teardrop in your palm
And it's a hard winter's day
I dream away
It must have been love but it's over now
It was all that I wanted, now, I'm living without
It must have been love but it's over now
It's where the water flows, it's where the wind blows
It must have been love but it's over now
It must have been good but I lost it somehow
It must have been love but it's over now
From the moment we touched till the time had run out
Yeah, it must have been love but it's over now
It was all that I wanted, now, I'm living without
It must have been love but it's over now
It's where the water flows, it's where the wind blows
It must have been love but it's over now
It must have been love but it's over now"
3,Nothing Compares 2 U,Sinad O'Connor,1990,257.533,soul,https://www.songlyrics.com/sinad-oconnor/nothing-compares-2-u-lyrics/,"Sinead O'Connor
Miscellaneous
Nothing Compares 2 U
It's been seven hours and fifteen days
Since u took your love away
I go out every night and sleep all day
Since u took your love away
Since u been gone I can do whatever I want
I can see whomever I choose
I can eat my dinner if a fancy restaurant
But nothing
I said nothing can take away these blues
'Cos nothing compares
Nothing compares 2 U
It's been so lonely without u here
Like a bird without a song
Nothing can stop these lonely tears from falling
Tell me baby where did I go wrong
I could put my arms around every boy I see
But they'd only remind me of you
I went to the doctor guess what he told me
Guess what he told me
He said girl u better have fun no matter what u do
but he's a fool
'Cos nothing compares 2 U
All the flowers that u planted mama
In the back yard
All died when u went away
I knew that living with u baby was sometimes hard
But I'm willing to give it another try
'Cos nothing compares
Nothing compares 2 U"
1,(Everything I Do) I Do It for You,Bryan Adams,1991,394.133,NA,https://www.songlyrics.com/bryan-adams/everything-i-do-i-do-it-for-you-lyrics/,"Look into my eyes, you will see
What you mean to me
Search your heart, search your soul
And when you find me there you'll search no more
Don't tell me it's not worth tryin' for
You can't tell me it's not worth dyin' for
You know it's true
Everything I do, I do it for you
Look into your heart, you will find
There's nothin' there to hide
Take me as I am, take my life
I would give it all, I would sacrifice
Don't tell me it's not worth fightin' for
I can't help it, there's nothin' I want more
You know it's true
Everything I do, I do it for you
Oh yeah
There's no love, like your love
And no other, could give more love
There's nowhere, unless you're there
All the time, all the way, yeah
Look into your heart, baby
Oh, you can't tell me it's not worth tryin' for
I can't help it, there's nothin' I want more
Yeah, I would fight for you, I'd lie for you
Walk the wire for you, yeah I'd die for you
You know it's true
Everything I do, oh, I do it for you
Everything I do, darling
And we'll see it through
Oh we'll see it through
Oh yeah
Yeah!
Look into your heart
You can't tell me it ain't worth dying for
Oh yeah
I'll be there, yeah
I'll walk the wire
Oh, yeah
I'm going all the way, all they way, yeah"
2,I Wanna Sex You Up,Color Me Badd,1991,240.2,new jack swing,https://www.songlyrics.com/color-me-badd/i-wanna-sex-you-up-lyrics/,"Come inside, take off your coat
I'll make you feel at home
Now let's pour a glass of wine
'Cause now we're all alone
I've been waiting all night
So just let me hold you close to me
'Cause I've been dyin' for you girl
To make love to me
Girl, you make me feel real good
We can do it 'til we both wake up
Girl, you know I'm hooked on you
And this is what I'll do
(I wanna sex you up)
All night
  (You make me feel real good)
I want to
  (I wanna rub you down)
(I wanna sex you up)
Let me take off all your clothes
Disconnect the phone so nobody knows, yeah
Let me light a candle so we can make it better
Makin' love until we drown, dig
Girl, you know, it feels real good
We can do it 'til we both wake up
Girl, you know I'm hooked on you
And this is what I'll do, yeah
(I wanna sex you up)
Make love until we drown
(I wanna sex you up)
([Incomprehensible])
Girl, you just make me feel so good
I just wanna, I just wanna look at you
Don't say anything at all
Just lay back, and enjoy the ride, yeah
All I want to do is
(I wanna sex you up)
All night
  (Girl, you make me feel good)
I want to
  (I wanna rub you down)
(I wanna sex you up)
Make sweet lovin' all night long
(I wanna sex you up)
Feels so right it can't be wrong
Don't be shy girl, rescue me
(I wanna sex you up)
Open up your heart, and I'll set you free
Oh, I wanna touch you in all the right places, baby
I wanna make love to you, yeah
All night, all night, yeah
Make sweet lovin' all night long
Feels so right it can't be wrong
Don't be shy girl, rescue me
Open up your heart and I'll set you free"
3,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991,244.093,NA,https://www.songlyrics.com/cc-music-factory/gonna-make-you-sweat-everybody-dance-now-lyrics/,"Everybody dance now, everybody dance now
Give me the music, give me the music
Everybody dance now, everybody dance now
Yeah, yeah, yeah, everybody dance now
Yeah, yeah, yeah, everybody
Here is the dome, back with the bass
The jam is live in effect and I don't waste time
On the mike with a dope rhyme
Jump to the rhythm jump jump to the rhythm jump
And I'm here to combine
Beats and lyrics to make your shake your pants
Take a chance, come on and dance
Guys grab a girl don't wait make her twirl
It's your world and I'm just a squirrel
Trying to get a nut to move your butt
To the dance floor, so yo what's up
Hands in the air, come on say yeah
Everybody over here everybody over there
The crowd is live and I pursue this groove
Party people in the house move
(Let your mind)
Move
(Put me on line)
Come on let's sweat, baby
Let the music take control
Let the rhythm move you
Sweat, sweat
Let the music take control
Let the rhythm move you
Everybody dance now
Everybody dance now
Everybody dance now
Pause take a breath and go for yours
On my command now hit the dance floor
It's gonna make you sweat till you bleed
Is that dope enough indeed
I paid the price, I control the dice
I'm more precise, to the point I'm nice
The music takes control your heart and soul
Unfold your body is free and a whole
Dance till you can't
Dance till you can't
Dance no more
Get on the floor and get raw
Then come back and upside down
Easy now, let me see ya move
(Let your mind)
Move
(Put me on line)
The music is my life, everybody dance now
Everybody dance now, everybody dance now
Everybody
Come on let's sweat, baby
Let the music take control
Let the rhythm move you
Sweat, sweat
Let the music take control
Let the rhythm move you"
1,End of the Road,Boyz II Men,1992,351.466,new jack swing,https://www.songlyrics.com/boyz-ii-men/end-of-the-road-lyrics/,"Girl you know we belong together
I have no time for you to be playing
With my heart like this
You'll be mine forever baby, you just see
We belong together
And you know that I'm right
Why do you play with my heart?
Why do you play with my mind?
Said we'd be forever, said it'd never die
How could you love me and leave me
And never say good-bye?
When I can't sleep at night without holding you tight
Girl, each time I try I just break down and cry
Pain in my head oh I'd rather be dead
Spinning around and around
Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Girl, I know you really love me
You just don't realize
You've never been there before
It's only your first time
Maybe I'll forgive you
Maybe you'll try
We should be happy together
Forever, you and I
Can you love me again like you loved me before?
This time I want you to love me much more
This time instead just come to my bed
And baby just don't let me, don't let me down
Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Girl I'm here for you
All those times of night when you just hurt me
And just run out with that other fella
Baby I knew about it, I just didn't care
You just don't understand how much I love you do you?
I'm here for you
I'm not out to go out and cheat on you all night
Just like you did baby but that's all right
Hey, I love you anyway
And I'm still gonna be here for you 'till my dying day baby
Right now, I'm just in so much pain baby
'Coz you just won't come back to me
Will you? Just come back to me
Lonely
Lonely
Lonely
This time instead just come to my bed
And baby just don't let me go
Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Although we've come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you
Come to the end of the road
Still I can't let you go
It's unnatural, you belong to me, I belong to you"
2,Baby Got Back,Sir Mix-a-Lot,1992,262.826,NA,https://www.songlyrics.com/sir-mixalot/baby-got-back-lyrics/,"Oh, my, God Becky, look at her butt
It is so big, she looks like
One of those rap guys' girlfriends.
But, ya know, who understands those rap guys?
They only talk to her, because,
She looks like a total prostitute, 'kay?
I mean, her butt, is just so big
I can't believe it's just so round, it's like out there
I mean gross, look
She's just so, black
I like big butts and I can not lie
You other brothers can't deny
That when a girl walks in with an itty bitty waist
And a round thing in your face
You get sprung, want to pull up tough
'Cause you notice that butt was stuffed
Deep in the jeans she's wearing
I'm hooked and I can't stop staring
Oh baby, I want to get wit'cha
And take your picture
My homeboys tried to warn me
But with that butt you got makes (me so horny)
Ooh, Rump-o'-smooth-skin
You say you want to get in my Benz?
Well, use me, use me
'Cause you ain't that average groupie
I've seen her dancin'
To hell with romancin'
She's sweat, wet,
Got it goin' like a turbo 'Vette
I'm tired of magazines
Sayin' flat butts are the thing
Take the average black man and ask him that
She gotta pack much back
So, fellas (yeah) Fellas (yeah)
Has your girlfriend got the butt? (hell yeah)
Tell 'em to shake it (shake it) shake it (shake it)
Shake that healthy butt
Baby got back (L.A. fits with the Oakland booty)
featured video
12 Hit Songs You Won't Believe Were Passed Up By Other Artists
featured video
11 Delicious Misheard Lyrics About Food
featured video
What's That Line?
Baby got back (L.A. fits with the Oakland booty)
I like 'em round, and big
And when I'm throwin' a gig
I just can't help myself, I'm actin' like an animal
Now here's my scandal
I want to get you home
And ugh, double-up, ugh, ugh
I ain't talkin' bout Playboy
'Cause silicone parts are made for toys
I want 'em real thick and juicy
So find that juicy double
Mix-a-Lot's in trouble
Beggin' for a piece of that bubble
So I'm lookin' at rock videos
Knock-kneed bimbos walkin' like hoes
You can have them bimbos
I'll keep my women like Flo Jo
A word to the thick soul sistas, I want to get with ya
I won't cuss or hit ya
But I gotta be straight when I say I want to fuck
Til the break of dawn
Baby got it goin' on
A lot of simps won't like this song
'Cause them punks like to hit it and quit it
And I'd rather stay and play
'Cause I'm long, and I'm strong
And I'm down to get the friction on
So, ladies (Yeah) Ladies (Yeah)
If you want to role in my Mercedes (Yeah)
Then turn around, stick it out
Even white boys got to shout
Baby got back
Baby got back
Yeah, baby, when it comes to females
Cosmo ain't got nothin'
To do with my selection
Thirty six-twenty- four-thirty six
Ha ha, only if she's 5'3
So your girlfriend rolls a Honda, playin' workout tapes by Fonda
But Fonda ain't got a motor in the back of her Honda
My anaconda don't want none
Unless you've got buns, hon
You can do side bends or sit-ups
But please don't lose that butt
Some brothers want to play that hard role
And tell you that the butt ain't gol'
So they toss it and leave it
And I pull up quick to retrieve it
So Cosmo says you're fat
Well I ain't down with that
'Cause your waist is small and your curves are kickin'
And I'm thinkin' bout stickin'
To the beanpole dames in the magazines
You ain't it, Miss Thing
Give me a sista, I can't resist her
Red beans and rice didn't miss her
Some knucklehead tried to dis
'Cause his girls are on my list
He had game but he chose to hit 'em
And I pull up quick to get wit 'em
So ladies, if the butt is round,
And you want a triple X throw down,
Dial 1-900-MIXALOT
And kick them nasty thoughts
Baby got back
Baby got back
(Little in the middle but she got much back)
(Little in the middle but she got much back)
(Little in the middle but she got much back)
(Little in the middle but she got much back)"
